Energy,XANES
2467.8684345539396, 0.016583210710375385
2468.1501992773897, 0.018701250763970112
2468.4319873566687, 0.019374343517821857
2468.7137220511954, 0.023350172956800197
2468.9954367264395, 0.028564528652700982
2469.2514922428536, 0.03631985027441187
2469.7377784016826, 0.06462370457039002
2470.0190893547365, 0.09481500644755947
2470.3001736311267, 0.13903003792134006
2470.487105416175, 0.19682511238245104
2470.608379280278, 0.24873236766636186
2470.700378892455, 0.30590810485352204
2470.750687348548, 0.36330294196221036
2470.846248200363, 0.43068838594955905
2470.9430710931474, 0.5160504504764827
2471.010038817335, 0.5993956750692344
2471.092880513553, 0.6818032388539907
2471.148607283696, 0.7436076882919809
2471.2245131724994, 0.8022803487670366
2471.313145763852, 0.8660471750994831
2471.4404750715476, 0.9131356408740761
2471.66881433667, 0.8922068159840666
2471.7457215788463, 0.8493064396485719
2471.8450044680335, 0.7919106889615305
2471.930119650324, 0.7336652477356069
2471.995018196336, 0.6808726854207763
2472.094827235157, 0.6192276975094303
2472.1730936316812, 0.5601655004649215
2472.261446529035, 0.49972662822819747
2472.379703050386, 0.43916445469045673
2472.550571913554, 0.38608774496921683
2472.758857827978, 0.37749099649996753
2473.0068757579793, 0.40470255579997716
2473.2099944370225, 0.4577388213374344
2473.496588812296, 0.5006850434179304
2473.7783869012164, 0.5007388730433211
2474.060521981386, 0.4799441773438512
2474.3426804173855, 0.4577045343446384
2474.6248388533845, 0.43546489134542565
2474.9068538178617, 0.42210135318749
2475.188685272252, 0.42009097238467674
2475.47037325512, 0.4269566964231407
2475.751934449201, 0.4416664200887799
2476.0333855372305, 0.46318803816749243
2476.314829952166, 0.48512249833184573
2476.5964011558876, 0.4992129588690237
2476.878122504226, 0.5040144724792838
2477.1599339393347, 0.5032426179333928
2477.4418488074007, 0.4960717110600693
2477.7238203967663, 0.48539164645879906
2478.0058386977903, 0.4718216872580432
2478.287836979532, 0.45949025431420976
2478.5697485110513, 0.45252576848370674
2478.851589975083, 0.4498961245524321
2479.1333880640027, 0.4499499541778228
2479.415186152923, 0.4500037838032135
2479.696984241843, 0.4500576134286042
2479.9787823307634, 0.45011144305399486
2480.2606104486067, 0.44830748329400183
2480.5425119704846, 0.44196226059196
2480.82445019438, 0.43334640641889377
2481.106358389352, 0.4265883416312112
2481.3883066228886, 0.4173532243296836
2481.6701747792963, 0.4130722120558459
2481.8752049268787, 0.40778569796954545
